DictWordID,PojUnicode,PojInput,KipUnicode,KipInput,HanLoTaibunPoj,PageNumber,PojNormalized,KipNormalized
1363,Chhìn-pn̄g-thng,Chhin3-png7-thng,Tshìn-pn̄g-thng,Tshin3-png7-thng,？飯藤,349,Chhin-pn̄g-thng,Tshin-pn̄g-thng
1364,Hái-ka-tang,Hai2-ka-tang,Hái-ka-tang,Hai2-ka-tang,海茄苳,349,Hai-ka-tang,Hai-ka-tang
1365,Hái-ka-tîn,Hai2-ka-tin5,Hái-ka-tîn,Hai2-ka-tin5,海茄藤,349,Hai-ka-tin,Hai-ka-tin
1366,Chho͘-khng-á,Chhoo-khng-a2,Tshoo-khng-á,Tshoo-khng-a2,粗糠仔,350,Chho-khng-a,Tshoo-khng-a
1367,Pe̍h-chho͘-khng-á,Peh8-chhoo-khng-a2,Pe̍h-tshoo-khng-á,Peh8-tshoo-khng-a2,白粗糠仔,350,Peh-chho-khng-a,Peh-tshoo-khng-a
1368,Tāi-teng-hông,Tai7-teng-hong5,Tāi-ting-hông,Tai7-ting-hong5,大丁黃,350,Tai-teng-hong,Tai-ting-hong
1369,Mn̂g-chiong-kun,Mng5-chiong-kun,Mn̂g-tsiong-kun,Mng5-tsiong-kun,毛將軍,350,Mn̂g-chiong-kun,Mn̂g-tsiong-kun
1370,Âng-bīn-mn̂g-chiong-kun,Ang5-bin7-mng5-chiong-kun,Âng-bīn-mn̂g-tsiong-kun,Ang5-bin7-mng5-tsiong-kun,紅面毛將軍,350,Ang-bin-mn̂g-chiong-kun,Ang-bin-mn̂g-tsiong-kun
1371,Po͘-chháu-iūⁿ,Poo-chhau2-iunn7,Poo-tsháu-iūnn,Poo-tshau2-iunn7,埔草樣,351,Po-chhau-iu,Poo-tshau-iunn
1372,Chhàu-ba̍k-nī,Chhau3-bak8-ni7,Tshàu-ba̍k-nī,Tshau3-bak8-ni7,臭茉莉、臭？莉,351,Chhau-bak-ni,Tshau-bak-ni
1373,Pe̍h-hoe-khó͘-nâ-pôaⁿ,Peh8-hoe-khoo2-na5-poann5,Pe̍h-hue-khóo-nâ-puânn,Peh8-hue-khoo2-na5-puann5,白花苦藍盤,351,Peh-hoe-kho-na-poa,Peh-hue-khoo-na-puann
1374,Khó͘-nâ-pôaⁿ,Khoo2-na5-poann5,Khóo-nâ-puânn,Khoo2-na5-puann5,苦藍盤,351,Kho-na-poa,Khoo-na-puann
1375,Pe̍h-lêng-chûn-hoe,Peh8-leng5-chun5-hoe,Pe̍h-lîng-tsûn-hue,Peh8-ling5-tsun5-hue,白龍船花,351,Peh-leng-chun-hoe,Peh-ling-tsun-hue
1376,Lêng-chûn-hoe,Leng5-chun5-hoe,Lîng-tsûn-hue,Ling5-tsun5-hue,龍船花,351,Leng-chun-hoe,Ling-tsun-hue
1377,Soaⁿ-ti-kâ,Soann-ti-ka5,Suann-ti-kâ,Suann-ti-ka5,山豬枷、山豬茄,351,Soa-ti-ka,Suann-ti-ka
1378,Gó͘-lêng-lân,Goo2-leng5-lan5,Góo-lîng-lân,Goo2-ling5-lan5,五龍蘭,352,Go-leng-lan,Goo-ling-lan
1379,Ah-chhùi-poe-hông,Ah-chhui3-poe-hong5,Ah-tshuì-pue-hông,Ah-tshui3-pue-hong5,鴨嘴？黃,352,Ah-chhui-poe-hong,Ah-tshui-pue-hong
1380,Ah-chi̍h-hông,Ah-chih8-hong5,Ah-chi̍h-hông,Ah-chih8-hong5,鴨舌黃,352,Ah-chih-hong,Ah-chih-hong
1381,Ah-chhùi-hông,Ah-chhui3-hong5,Ah-tshuì-hông,Ah-tshui3-hong5,鴨嘴黃,352,Ah-chhui-hong,Ah-tshui-hong
1382,Hāu-khak-chhì,Hau7-khak-chhi3,Hāu-khak-tshì,Hau7-khak-tshi3,鱟壳刺,352,Hau-khak-chhi,Hau-khak-tshi
1383,Gû-kut-á-chhiū,Gu5-kut-a2-chhiu7,Gû-kut-á-tshiū,Gu5-kut-a2-tshiu7,牛骨仔樹,353,Gu-kut-a-chhiu,Gu-kut-a-tshiu
1384,Gû-kut-á,Gu5-kut-a2,Gû-kut-á,Gu5-kut-a2,牛骨仔,353,Gu-kut-a,Gu-kut-a
1385,Thih-tiò-koaⁿ,Thih-tio3-koann,Thih-tiò-kuann,Thih-tio3-kuann,鐵釣竿,353,Thih-tio-koa,Thih-tio-kuann
1386,Thih-bí-piⁿ,Thih-bi2-pinn,Thih-bí-pinn,Thih-bi2-pinn,鐵馬鞭,353,Thih-bi-pi,Thih-bi-pinn
1387,Bé-piⁿ-chháu,Be2-pinn-chhau2,Bé-pinn-tsháu,Be2-pinn-tshau2,馬鞭草,353,Be-pi-chhau,Be-pinn-tshau
1388,Tê-bí-chháu,Te5-bi2-chhau2,Tê-bí-tsháu,Te5-bi2-tshau2,茶米草,353,Te-bi-chhau,Te-bi-tshau
1389,Po̍h-kiuⁿ-á,Poh8-kiunn-a2,Po̍h-kiunn-á,Poh8-kiunn-a2,薄姜仔,353,Poh-kiu-a,Poh-kiunn-a
1390,Môa-á,Moa5-a2,Muâ-á,Mua5-a2,蔴仔,353,Moa-a,Mua-a
1391,Po͘-kiuⁿ,Poo-kiunn,Poo-kiunn,Poo-kiunn,埔姜,353,Po-kiu,Poo-kiunn
1392,M̄-kiaⁿ-tê,M7-kiann-te5,M̄-kiann-tê,M7-kiann-te5,不驚茶,353,M̄-kia-te,M̄-kiann-te
1393,M̄-kiaⁿ-keng,M7-kiann-keng,M̄-kiann-king,M7-kiann-king,不驚經,353,M̄-kia-keng,M̄-kiann-king
1394,Soaⁿ-po͘-kiuⁿ,Soann-poo-kiunn,Suann-poo-kiunn,Suann-poo-kiunn,山埔姜,353,Soa-po-kiu,Suann-poo-kiunn
1395,O͘-tiⁿ,Oo-tinn,Oo-tinn,Oo-tinn,烏甜,353,O-ti,Oo-tinn
1396,O͘-tiⁿ-á,Oo-tinn-a2,Oo-tinn-á,Oo-tinn-a2,烏甜仔,353,O-ti-a,Oo-tinn-a
1397,Pò͘-kiuⁿ,Poo3-kiunn,Pòo-kiunn,Poo3-kiunn,布姜,353,Po-kiu,Poo-kiunn
1399,Hái-po͘-kiuⁿ,Hai2-poo-kiunn,Hái-poo-kiunn,Hai2-poo-kiunn,海埔姜,353,Hai-po-kiu,Hai-poo-kiunn
1400,Pe̍h-po͘-kiuⁿ,Peh8-poo-kiunn,Pe̍h-poo-kiunn,Peh8-poo-kiunn,白埔姜,353,Peh-po-kiu,Peh-poo-kiunn
1401,Chat-chat-âng,Chat-chat-ang5,Tsat-tsat-âng,Tsat-tsat-ang5,節節紅,354,Chat-chat-ang,Tsat-tsat-ang
1402,Chiam-bé-hong,Chiam-be2-hong,Tsiam-bé-hong,Tsiam-be2-hong,尖尾風,354,Chiam-be-hong,Tsiam-be-hong
1403,Sàn-huih-chháu,San3-huih-chhau2,Sàn-huih-tsháu,San3-huih-tshau2,臭天黃,354,San-huih-chhau,San-huih-tshau
1404,Kim-kiàm-chháu,Kim-kiam3-chhau2,Kim-kiàm-tsháu,Kim-kiam3-tshau2,金劍草,354,Kim-kiam-chhau,Kim-kiam-tshau
1405,Chhài-chháu-thâu,Chhai3-chhau2-thau5,Tshài-tsháu-thâu,Tshai3-tshau2-thau5,菜草頭,354,Chhai-chhau-thau,Tshai-tshau-thau
1406,Sat-bú-thâu,Sat-bu2-thau5,Sat-bú-thâu,Sat-bu2-thau5,虱母頭,354,Sat-bu-thau,Sat-bu-thau
1407,Boah-chháu,Boah-chhau2,Buah-tsháu,Buah-tshau2,抹草,354,Boah-chhau,Buah-tshau
1408,Hî-chiam-chháu,Hi5-chiam-chhau2,Hî-tsiam-tsháu,Hi5-tsiam-tshau2,魚針草,354,Hi-chiam-chhau,Hi-tsiam-tshau
1409,Hē-ko͘-chháu,He7-koo-chhau2,Hē-koo-tsháu,He7-koo-tshau2,夏枯草,354,He-ko-chhau,He-koo-tshau
1410,Pe̍h-hoe-á-chháu,Peh8-hoe-a2-chhau2,Pe̍h-hue-á-tsháu,Peh8-hue-a2-tshau2,白花仔草,355,Peh-hoe-a-chhau,Peh-hue-a-tshau
1411,Tê-sî-hông,Te5-si5-hong5,Tê-sî-hông,Te5-si5-hong5,茶匙黃,355,Te-si-hong,Te-si-hong
1412,Siuⁿ-su-chháu,Siunn-su-chhau2,Siunn-su-tsháu,Siunn-su-tshau2,相思草,355,Siu-su-chhau,Siunn-su-tshau
1413,Kim-chîⁿ-po̍h-ho,Kim-chinn5-poh8-ho,Kim-tsînn-po̍h-ho,Kim-tsinn5-poh8-ho,金錢薄荷,355,Kim-chi-poh-ho,Kim-tsinn-poh-ho
1414,Hó͘-kā-hông,Hoo2-ka7-hong5,Hóo-kā-hông,Hoo2-ka7-hong5,虎咬廣,355,Ho-ka-hong,Hoo-ka-hong
1415,Pò͘-kut-siau,Poo3-kut-siau,Pòo-kut-siau,Poo3-kut-siau,布骨梢,355,Po-kut-siau,Poo-kut-siau
1416,Phàⁿ-kut-siau,Phann3-kut-siau,Phànn-kut-siau,Phann3-kut-siau,？骨橚,356,Pha-kut-siau,Phann-kut-siau
1417,Pe̍h-phàⁿ-kut-siau,Peh8-phann3-kut-siau,Pe̍h-phànn-kut-siau,Peh8-phann3-kut-siau,白？骨橚,356,Peh-pha-kut-siau,Peh-phann-kut-siau
1418,Âng-phàⁿ-kut-siau,Ang5-phann3-kut-siau,Âng-phànn-kut-siau,Ang5-phann3-kut-siau,紅？骨橚,356,Ang-pha-kut-siau,Ang-phann-kut-siau
1419,Koe-kha-chháu,Koe-kha-chhau2,Kue-kha-tsháu,Kue-kha-tshau2,鷄脚草,356,Koe-kha-chhau,Kue-kha-tshau
1420,Te̍k-lân,Tek8-lan5,Ti̍k-lân,Tik8-lan5,澤蘭,356,Tek-lan,Tik-lan
1421,Lo̍k-á-chhài,Lok8-a2-chhai3,Lo̍k-á-tshài,Lok8-a2-tshai3,鹿仔菜,356,Lok-a-chhai,Lok-a-tshai
1422,Ah-bú-chháu,Ah-bu2-chhau2,Ah-bú-tsháu,Ah-bu2-tshau2,益母草,356,Ah-bu-chhau,Ah-bu-tshau
1423,Pe̍h-ah-bé-chháu,Peh8-ah-be2-chhau2,Pe̍h-ah-bé-tsháu,Peh8-ah-be2-tshau2,白益母草,356,Peh-ah-be-chhau,Peh-ah-be-tshau
1424,Pe̍h-khun-chháu,Peh8-khun-chhau2,Pe̍h-khun-tsháu,Peh8-khun-tshau2,白昆草,356,Peh-khun-chhau,Peh-khun-tshau
1425,Kim-chîⁿ-po̍h-ho,Kim-chinn5-poh8-ho,Kim-tsînn-po̍h-ho,Kim-tsinn5-poh8-ho,金錢薄荷,357,Kim-chi-poh-ho,Kim-tsinn-poh-ho
1426,Pe̍h-hoe-chháu,Peh8-hoe-chhau2,Pe̍h-hue-tsháu,Peh8-hue-tshau2,白花草,357,Peh-hoe-chhau,Peh-hue-tshau
1427,Chháu-bé-hông,Chhau2-be2-hong5,Tsháu-bé-hông,Tshau2-be2-hong5,鼠尾黃,357,Chhau-be-hong,Tshau-be-hong
1428,Po̍h-ho,Poh8-ho,Po̍h-ho,Poh8-ho,薄荷,357,Poh-ho,Poh-ho
1429,Sian-chháu,Sian-chhau2,Sian-tsháu,Sian-tshau2,仙草,357,Sian-chhau,Sian-tshau
1430,Thó͘-giû-chhit,Thoo2-giu5-chhit,Thóo-giû-tshit,Thoo2-giu5-tshit,土牛七,358,Tho-giu-chhit,Thoo-giu-tshit
1431,Thih-bo̍k-kùn,Thih-bok8-kun3,Thih-bo̍k-kùn,Thih-bok8-kun3,鐵木棍,358,Thih-bok-kun,Thih-bok-kun
1432,It-ki-hiuⁿ,It-ki-hiunn,It-ki-hiunn,It-ki-hiunn,一枝香,358,It-ki-hiu,It-ki-hiunn
1433,Hiuⁿ-jû,Hiunn-ju5,Hiunn-jû,Hiunn-ju5,香榆,358,Hiu-ju,Hiunn-ju
1434,Hiuⁿ-hû,Hiunn-hu5,Hiunn-hû,Hiunn-hu5,香符,358,Hiu-hu,Hiunn-hu
1435,Chhòa-pán-chháu,Chhoa3-pan2-chhau2,Tshuà-pán-tsháu,Tshua3-pan2-tshau2,蔡板草,358,Chhoa-pan-chhau,Tshua-pan-tshau
1436,Káu-chàn-thah,Kau2-chan3-thah,Káu-tsàn-thah,Kau2-tsan3-thah,九層塔,358,Kau-chan-thah,Kau-tsan-thah
1437,Chí-so͘,Chi2-soo,Tsí-soo,Tsi2-soo,紫蘇,358,Chi-so,Tsi-soo
1438,Âng-chí-so͘,Ang5-chi2-soo,Âng-tsí-soo,Ang5-tsi2-soo,紅紫蘇,358,Ang-chi-so,Ang-tsi-soo
1439,Soaⁿ-chí-so͘,Soann-chi2-soo,Suann-tsí-soo,Suann-tsi2-soo,山紫蘇,359,Soa-chi-so,Suann-tsi-soo
1440,Pe̍h-chí-so͘,Peh8-chi2-soo,Pe̍h-tsí-soo,Peh8-tsi2-soo,白紫蘇,359,Peh-chi-so,Peh-tsi-soo
1441,Hê-ko͘-chháu,He5-koo-chhau2,Hê-koo-tsháu,He5-koo-tshau2,蝦蛄草,360,He-ko-chhau,He-koo-tshau
1442,Hiòng-thian-chóaⁿ,Hiong3-thian-choann2,Hiòng-thian-tsuánn,Hiong3-thian-tsuann2,向天盞,360,Hiong-thian-choa,Hiong-thian-tsuann
1443,Hoan-kiuⁿ,Hoan-kiunn,Huan-kiunn,Huan-kiunn,蕃姜、蕃薑,361,Hoan-kiu,Huan-kiunn
1444,Bān-thô-hoe,Ban7-tho5-hoe,Bān-thô-hue,Ban7-tho5-hue,萬桃花,362,Ban-tho-hoe,Ban-tho-hue
1445,Phah-pòa-óaⁿ-hoe,Phah-poa3-oann2-hoe,Phah-puà-uánn-hue,Phah-pua3-uann2-hue,打破碗花,362,Phah-poa-oa-hoe,Phah-pua-uann-hue
1446,Tē-kut-phî,Te7-kut-phi5,Tē-kut-phî,Te7-kut-phi5,地骨皮,362,Te-kut-phi,Te-kut-phi
1447,Kam-á-bìt,Kam-a2-bìt8,Kam-á-bìt,Kam-a2-bìt8,甘仔蜜,362,Kam-a-bit,Kam-a-bit
1448,Âng-hī-á-chhù,Ang5-hi7-a2-chhu3,Âng-hī-á-tshù,Ang5-hi7-a2-tshu3,紅耳仔厝,362,Ang-hi-a-chhu,Ang-hi-a-tshu
1449,Kó͘-kí,Koo2-ki2,Kóo-kí,Koo2-ki2,枸杞,362,Ko-ki,Koo-ki
1450,Âng-hī-á-bi̍t,Ang5-hi7-a2-bit8,Âng-hī-á-bi̍t,Ang5-hi7-a2-bit8,紅耳仔蜜,362,Ang-hi-a-bit,Ang-hi-a-bit
1451,Hoan-kiuⁿ,Hoan-kiunn,Huan-kiunn,Huan-kiunn,蕃薑,362,Hoan-kiu,Huan-kiunn
1452,Hun-chháu,Hun-chhau2,Hun-tsháu,Hun-tshau2,煙草,363,Hun-chhau,Hun-tshau
1453,Teng-lông-chháu,Teng-long5-chhau2,Ting-lông-tsháu,Ting-long5-tshau2,登郎草,363,Teng-long-chhau,Ting-long-tshau
1454,Phàu-á-chháu,Phau3-a2-chhau2,Phàu-á-tsháu,Phau3-a2-tshau2,炮仔草,363,Phau-a-chhau,Phau-a-tshau
1455,Kam-a-bi̍t,Kam-a-bit8,Kam-a-bi̍t,Kam-a-bit8,甘仔蜜,363,Kam-a-bit,Kam-a-bit
1456,Pe̍h-kāu-phoh,Peh8-kau7-phoh,Pe̍h-kāu-phoh,Peh8-kau7-phoh,白厚朴,363,Peh-kau-phoh,Peh-kau-phoh
1457,Ia̍h-á-chháu,Iah8-a2-chhau2,Ia̍h-á-tsháu,Iah8-a2-tshau2,蝶仔草,363,Iah-a-chhau,Iah-a-tshau
1458,Kim-tiàu-liú,Kim-tiau3-liu2,Kim-tiàu-liú,Kim-tiau3-liu2,金？鈕,363,Kim-tiau-liu,Kim-tiau-liu
1459,Hī-kau-chháu,Hi7-kau-chhau2,Hī-kau-tsháu,Hi7-kau-tshau2,耳鉤草,363,Hi-kau-chhau,Hi-kau-tshau
1460,N̂g-chúi-kiô,Ng5-chui2-kio5,N̂g-tsuí-kiô,Ng5-tsui2-kio5,黃水茄,364,N̂g-chui-kio,N̂g-tsui-kio
1461,Gō͘-the̍h-kiô,Goo7-theh8-kio5,Gōo-the̍h-kiô,Goo7-theh8-kio5,五宅茄,364,Go-theh-kio,Goo-theh-kio
1462,Chhì-kam-á,Chhi3-kam-a2,Tshì-kam-á,Tshi3-kam-a2,刺柑仔,364,Chhi-kam-a,Tshi-kam-a
1463,N̂g-chúi-kiô,Ng5-chui2-kio5,N̂g-tsuí-kiô,Ng5-tsui2-kio5,黃水茄,364,N̂g-chui-kio,N̂g-tsui-kio
1464,Liú-á-kiô,Liu2-a2-kio5,Liú-á-kiô,Liu2-a2-kio5,鈕仔茄,364,Liu-a-kio,Liu-a-kio
1465,Liú-á-hông,Liu2-a2-hong5,Liú-á-hông,Liu2-a2-hong5,柳仔黃,364,Liu-a-hong,Liu-a-hong
1466,Kiô,Kio5,Kiô,Kio5,茄,364,Kio,Kio
1467,Kiô-á,Kio5-a2,Kiô-á,Kio5-a2,茄仔,364,Kio-a,Kio-a
1468,O͘-chhì-kiô,Oo-chhi3-kio5,Oo-tshì-kiô,Oo-tshi3-kio5,烏刺茄,364,O-chhi-kio,Oo-tshi-kio
1469,O͘-chí-á-chhài,Oo-chi2-a2-chhai3,Oo-tsí-á-tshài,Oo-tsi2-a2-tshai3,烏子仔菜,364,O-chi-a-chhai,Oo-tsi-a-tshai
1470,O͘-chí-á-chháu,Oo-chi2-a2-chhau2,Oo-tsí-á-tsháu,Oo-tsi2-a2-tshau2,烏子仔草,364,O-chi-a-chhau,Oo-tsi-a-tshau
1471,O͘-á-chhài,Oo-a2-chhai3,Oo-á-tshài,Oo-a2-tshai3,烏仔菜,364,O-a-chhai,Oo-a-tshai
1472,O͘-chí-kiô,Oo-chi2-kio5,Oo-tsí-kiô,Oo-tsi2-kio5,烏子茄,364,O-chi-kio,Oo-tsi-kio
1473,Chhì-kiô,Chhi3-kio5,Tshì-kiô,Tshi3-kio5,刺茄,364,Chhi-kio,Tshi-kio
1474,Chúi-kiô,Chui2-kio5,Tsuí-kiô,Tsui2-kio5,水茄,364,Chui-kio,Tsui-kio
1475,Liú-hio̍h-kiô,Liu2-hioh8-kio5,Liú-hio̍h-kiô,Liu2-hioh8-kio5,柳葉茄,365,Liu-hioh-kio,Liu-hioh-kio
1476,Liú-á-kiô,Liu2-a2-kio5,Liú-á-kiô,Liu2-a2-kio5,鈕仔茄,365,Liu-a-kio,Liu-a-kio
1477,Thó͘-hun,Thoo2-hun,Thóo-hun,Thoo2-hun,土烟,365,Tho-hun,Thoo-hun
1478,Bān-thô-hoe,Ban7-tho5-hoe,Bān-thô-hue,Ban7-tho5-hue,萬桃花,365,Ban-tho-hoe,Ban-tho-hue
1479,Ji̍t-pún-han-chû,Jit8-pun2-han-chu5,Ji̍t-pún-han-tsû,Jit8-pun2-han-tsu5,日本番薯,365,Jit-pun-han-chu,Jit-pun-han-tsu
1480,Hô-lân-chû,Ho5-lan5-chu5,Hô-lân-tsû,Ho5-lan5-tsu5,荷蘭薯,365,Ho-lan-chu,Ho-lan-tsu
1481,Hoan-á-han-chû,Hoan-a2-han-chu5,Huan-á-han-tsû,Huan-a2-han-tsu5,蕃仔蕃薯,365,Hoan-a-han-chu,Huan-a-han-tsu
1482,Báng-á-hun,Bang2-a2-hun,Báng-á-hun,Bang2-a2-hun,蚊仔煙,365,Bang-a-hun,Bang-a-hun
1483,Soaⁿ-hun-chháu,Soann-hun-chhau2,Suann-hun-tsháu,Suann-hun-tshau2,山煙草,365,Soa-hun-chhau,Suann-hun-tshau
1484,Siⁿ-mn̂g-chiong-kun,Sinn-mng5-chiong-kun,Sinn-mn̂g-tsiong-kun,Sinn-mng5-tsiong-kun,生毛將軍,365,Si-mn̂g-chiong-kun,Sinn-mn̂g-tsiong-kun
1485,Soaⁿ-hoan-á-hun,Soann-hoan-a2-hun,Suann-huan-á-hun,Suann-huan-a2-hun,山蕃仔煙,365,Soa-hoan-a-hun,Suann-huan-a-hun
1486,Thó͘-hun,Thoo2-hun,Thóo-hun,Thoo2-hun,土煙,365,Tho-hun,Thoo-hun
1487,Kim-só-sî,Kim-so2-si5,Kim-só-sî,Kim-so2-si5,金鎖匙,365,Kim-so-si,Kim-so-si
1488,Tēng-keng-chháu,Teng7-keng-chhau2,Tīng-king-tsháu,Ting7-king-tshau2,定經草,366,Teng-keng-chhau,Ting-king-tshau
1489,Koe-chi̍h-hông,Koe-chih8-hong5,Kue-tsi̍h-hông,Kue-tsih8-hong5,鷄舌黃,366,Koe-chih-hong,Kue-tsih-hong
1490,Ah-chi̍h-hông,Ah-chih8-hong5,Ah-tsi̍h-hông,Ah-tsih8-hong5,鴨舌黃,366,Ah-chih-hong,Ah-tsih-hong
1491,Ah-bú-chháu,Ah-bu2-chhau2,Ah-bú-tsháu,Ah-bu2-tshau2,鴨母草,366,Ah-bu-chhau,Ah-bu-tshau
1492,Tēng-keng-chháu,Teng7-keng-chhau2,Tīng-king-tsháu,Ting7-king-tshau2,定經草,366,Teng-keng-chhau,Ting-king-tshau
1493,Chúi-teng-hông,Chui2-teng-hong5,Tsuí-ting-hông,Tsui2-ting-hong5,水丁黃,366,Chui-teng-hong,Tsui-ting-hong
1494,Chhân-hiuⁿ-chháu,Chhan5-hiunn-chhau2,Tshân-hiunn-tsháu,Tshan5-hiunn-tshau2,田香草,366,Chhan-hiu-chhau,Tshan-hiunn-tshau
1495,Kiàn-hông-hông,Kian3-hong5-hong5,Kiàn-hông-hông,Kian3-hong5-hong5,見紅黃,367,Kian-hong-hong,Kian-hong-hong
1496,La̍k-kak-tēng-keng-chháu,Lak8-kak-teng7-keng-chhau2,La̍k-kak-tīng-king-tsháu,Lak8-kak-ting7-king-tshau2,六角定經草,367,Lak-kak-teng-keng-chhau,Lak-kak-ting-king-tshau
1497,Gōng-chhiū,Gong7-chhiu7,Gōng-tshiū,Gong7-tshiu7,戇樹,368,Gong-chhiu,Gong-tshiu
1498,Lâm-tâu-ngô͘-tông,Lam5-tau5-ngoo5-tong5,Lâm-tâu-ngôo-tông,Lam5-tau5-ngoo5-tong5,南投梧桐,368,Lam-tau-ngo-tong,Lam-tau-ngoo-tong
1499,Ngô͘-tông,Ngoo5-tong5,Ngôo-tông,Ngoo5-tong5,梧桐,368,Ngo-tong,Ngoo-tong
1500,Tōa-gōng-chhiū,Toa7-gong7-chhiu7,Tuā-gōng-tshiū,Tua7-gong7-tshiu7,大戇樹,368,Toa-gong-chhiu,Tua-gong-tshiu
1501,Ngô͘-tông,Ngoo5-tong5,Ngôo-tông,Ngoo5-tong5,梧桐,368,Ngo-tong,Ngoo-tong
1502,Pe̍h-tông,Peh8-tong5,Pe̍h-tông,Peh8-tong5,白桐,368,Peh-tong,Peh-tong
1503,Gōng-chhiū,Gong7-chhiu7,Gōng-tshiū,Gong7-tshiu7,戇樹,368,Gong-chhiu,Gong-tshiu
1504,Tó-tōe-giâ-kang,To2-toe7-gia5-kang,Tó-tuē-giâ-kang,To2-tue7-gia5-kang,倒地蜈蚣,369,To-toe-gia-kang,To-tue-gia-kang
1505,Tèng-tōe-giâ-kang,Teng3-toe7-gia5-kang,Tìng-tuē-giâ-kang,Ting3-tue7-gia5-kang,釘地蜈蚣,369,Teng-toe-gia-kang,Ting-tue-gia-kang
1506,Soaⁿ-koah-chhài,Soann-koah-chhai3,Suann-kuah-tshài,Suann-kuah-tshai3,山葛菜,370,Soa-koah-chhai,Suann-kuah-tshai
1507,Soaⁿ-chhài-tāu,Soann-chhai3-tau7,Suann-tshài-tāu,Suann-tshai3-tau7,山菜豆,371,Soa-chhai-tau,Suann-tshai-tau
1508,Soaⁿ-khó͘-lēng,Soann-khoo2-leng7,Suann-khóo-līng,Suann-khoo2-ling7,山苦楝,371,Soa-kho-leng,Suann-khoo-ling
1509,Khó͘-lēng-kū,Khoo2-leng7-ku7,Khóo-līng-kū,Khoo2-ling7-ku7,苦楝舅,371,Kho-leng-ku,Khoo-ling-ku
1510,Pe̍h-môa,Peh8-moa5,Pe̍h-muâ,Peh8-mua5,白麻,371,Peh-moa,Peh-mua
1511,O͘-môa,Oo-moa5,Oo-muâ,Oo-mua5,烏麻,371,O-moa,Oo-mua
1512,Chi-môa,Chi-moa5,Tsi-muâ,Tsi-mua5,芝麻,371,Chi-moa,Tsi-mua
1513,Iû-môa,Iu5-moa5,Iû-muâ,Iu5-mua5,油麻,371,Iu-moa,Iu-mua
1514,Kim-só-sî,Kim-so2-si5,Kim-só-sî,Kim-so2-si5,金鎖匙,371,Kim-so-si,Kim-so-si
1515,Tê-sî-hông,Te5-si5-hong5,Tê-sî-hông,Te5-si5-hong5,茶匙黃,371,Te-si-hong,Te-si-hong
1516,Ō͘-ko͘-chháu,Oo7-koo-chhau2,Ōo-koo-tsháu,Oo7-koo-tshau2,芋菰草,371,O-ko-chhau,Oo-koo-tshau
1517,Kim-hî-chháu,Kim-hi5-chhau2,Kim-hî-tsháu,Kim-hi5-tshau2,金魚草,373,Kim-hi-chhau,Kim-hi-tshau
1518,Chit-á-táⁿ,Chit-a2-tann2,Tsit-á-tánn,Tsit-a2-tann2,鯽仔膽,375,Chit-a-ta,Tsit-a-tann
1519,La̍k-kak-eng,Lak8-kak-eng,La̍k-kak-ing,Lak8-kak-ing,六角英,375,Lak-kak-eng,Lak-kak-ing
1520,Chiam-bé-hong,Chiam-be2-hong,Tsiam-bé-hong,Tsiam-be2-hong,尖尾峯,375,Chiam-be-hong,Tsiam-be-hong
1521,Te̍k-lân,Tek8-lan5,Ti̍k-lân,Tik8-lan5,澤蘭,375,Tek-lan,Tik-lan
1522,Chhú-bé-hông,Chhu2-be2-hong5,Tshú-bé-hông,Tshu2-be2-hong5,鼠尾紅,375,Chhu-be-hong,Tshu-be-hong
1523,Sió-chhú-bé-hông,Sio2-chhu2-be2-hong5,Sió-tshú-bé-hông,Sio2-tshu2-be2-hong5,小鼠尾黃,375,Sio-chhu-be-hong,Sio-tshu-be-hong
1524,Beh-sūi-hong,Beh-sui7-hong,Beh-suī-hong,Beh-sui7-hong,麥穗黃,375,Beh-sui-hong,Beh-sui-hong
1525,Hōng-bé-hông,Hong7-be2-hong5,Hōng-bé-hông,Hong7-be2-hong5,鳳尾黃,375,Hong-be-hong,Hong-be-hong
1526,Chhú-kun-hông,Chhu2-kun-hong5,Tshú-kun-hông,Tshu2-kun-hong5,鼠筋黃,375,Chhu-kun-hong,Tshu-kun-hong
1527,Chhú-bé-hông,Chhu2-be2-hong5,Tshú-bé-hông,Tshu2-be2-hong5,鼠尾黃,376,Chhu-be-hong,Tshu-be-hong
1528,Soaⁿ-chhiⁿ,Soann-chhinn,Suann-tshinn,Suann-tshinn,山菁,376,Soa-chhi,Suann-tshinn
1529,Tōa-chhiⁿ,Toa7-chhinn,Tuā-tshinn,Tua7-tshinn,大菁,376,Toa-chhi,Tua-tshinn
1530,Khó͘-nâ-pôaⁿ,Khoo2-na5-poann5,Khóo-nâ-puânn,Khoo2-na5-puann5,苦藍盤,377,Kho-na-poa,Khoo-na-puann
1531,Tiⁿ-á-pôaⁿ,Tinn-a2-poann5,Tinn-á-puânn,Tinn-a2-puann5,甜仔盤,377,Ti-a-poa,Tinn-a-puann
1532,Gī-nâ-pôaⁿ,Gi7-na5-poann5,Gī-nâ-puânn,Gi7-na5-puann5,義藍盤,377,Gi-na-poa,Gi-na-puann
1533,Ku-chiân-chháu,Ku-chian5-chhau2,Ku-tsiân-tsháu,Ku-tsian5-tshau2,車前草,377,Ku-chian-chhau,Ku-tsian-tshau
